5ht7_percentage,KEYS,SMARTS
0.0,KLEK_3129,C1CCc2c(C1)nc3ccccn23
0.0,KLEK_3131,C1CCc2c(C1)sc3ncncc23
0.0,KLEK_3132,C1CCC2C(NCCC2C1)c3ccccc3
0.0,KLEK_3272,CC(=O)c1c(C)cc(C)[nH]c1=O
0.0,KLEK_3271,CC(=O)c1c(C)[nH]c2ccccc12
0.0,KLEK_3133,c1ccc2c[nH+]ccc2c1
0.0,KLEK_3134,c1ccc2c3[nH]c4ccccc4c3[nH]c2c1
0.0,KLEK_3135,c1ccc2C3c4ccccc4C(c2c1)c5ccccc35
0.0,KLEK_3137,c1ccc2cc3ncccc3cc2c1
0.0,KLEK_3139,c1ccc2n[nH]nc2c1
0.0,KLEK_3140,c1ccc2nc3ccccc3cc2c1
0.0,KLEK_3141,c1ccc2nc3ccccc3nc2c1
0.0,KLEK_3145,c1ccc2nonc2c1
0.0,KLEK_3146,c1ccc2nsnc2c1
0.0,KLEK_3200,c1n[nH]c2cccn[n+]12
0.0,KLEK_3202,c1nc(cs1)c2ccccc2
0.0,KLEK_2990,C=C1C(=O)N(N=C1c2ccccc2)c3ccccc3
0.0,KLEK_3241,CC(=NNC=O)C=Cc1ccccc1
0.0,KLEK_3268,CC(=O)C1(C(C=O)C(C=O)C2c3ccccc31)c4ccccc24
0.0,KLEK_3243,CC(=NNC=O)C1CC1
0.0,KLEK_3244,CC(=NNC=O)c1cc2ccc(O)cc2oc1=O
0.0,KLEK_3245,CC(=NNC=O)c1ccc(Br)cc1
0.0,KLEK_3246,CC(=NNC=O)c1ccc(cc1)[N+](=O)[O-]
0.0,KLEK_3247,CC(=NNC=O)c1ccc(cc1)c2ccccc2
0.0,KLEK_3248,CC(=NNC=O)c1ccc(Cl)s1
0.0,KLEK_3249,CC(=NNC=O)c1ccc(F)cc1
0.0,KLEK_3250,CC(=NNC=O)c1ccc(N)cc1
0.0,KLEK_3267,CC(=O)C
0.0,KLEK_3251,CC(=NNC=O)c1ccc(O)cc1
0.0,KLEK_3252,CC(=NNC=O)c1cccc(c1)[N+](=O)[O-]
0.0,KLEK_3266,CC(=NOC=O)c1ccccc1
0.0,KLEK_3253,CC(=NNC=O)c1cccc(N)c1
0.0,KLEK_3254,CC(=NNC=O)c1ccccc1
0.0,KLEK_3255,CC(=NNC=O)c1ccccc1O
0.0,KLEK_3256,CC(=NNC=O)c1ccco1
0.0,KLEK_3257,CC(=NNC=O)c1cccs1
0.0,KLEK_3265,CC(=NOC=O)C(C)(C)C
0.0,KLEK_3258,CC(=NNC=O)CC(=O)N
0.0,KLEK_3259,CC(=NNC=O)CCC=C
0.0,KLEK_3260,CC(=NNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])c2ccccc2
0.0,KLEK_3261,CC(=NNc1ccccc1)c2ccccc2
0.0,KLEK_3242,CC(=NNC=O)c1cc(O)ccc1O
0.0,KLEK_3240,CC(=NNC=O)C=C
0.0,KLEK_3203,c1nc(oc1c2ccccc2)c3ccccc3
0.0,KLEK_3239,CC(=NNC=O)C(=O)O
0.0,KLEK_3208,c1nc2cnccc2[nH]1
0.0,KLEK_3209,c1nc2cncnc2[nH]1
0.0,KLEK_3210,c1nc2nc(cc(c3ccccc3)n2n1)c4ccccc4
0.0,KLEK_3211,c1nc2ncccn2n1
0.0,KLEK_3212,c1nc2ncncc2[nH]1
0.0,KLEK_3215,c1nnc[nH]1
0.0,KLEK_3216,c1nncn1c2ccccc2
0.0,KLEK_3218,c1nncs1
0.0,KLEK_3219,c1nnn[nH]1
0.0,KLEK_3220,c1nnnn1c2ccccc2
0.0,KLEK_3222,CBr
0.0,KLEK_3225,CC#CC(O)(c1ccccc1)c2ccccc2
0.0,KLEK_3226,CC#CCCO
0.0,KLEK_3229,CC(=N)CC=O
0.0,KLEK_3230,CC(=NN)C
0.0,KLEK_3231,CC(=NNC(=O)c1ccccc1)c2ccccc2
0.0,KLEK_3232,CC(=NNC(=O)c1ccccc1O)c2ccccc2
0.0,KLEK_3233,CC(=NNC(=O)CO)C
0.0,KLEK_3234,CC(=NNC(=O)CO)C=C
0.0,KLEK_3235,CC(=NNC(=O)CO)C=Cc1ccco1
0.0,KLEK_3236,CC(=NNC(=O)CO)c1ccc(Br)s1
0.0,KLEK_3237,CC(=NNC(=O)CO)c1cccs1
0.0,KLEK_3238,CC(=NNC=O)C
0.0,KLEK_3115,c1ccc(cc1)c2ncncn2
0.0,KLEK_3113,c1ccc(cc1)c2nc3ccccc3s2
0.0,KLEK_3112,c1ccc(cc1)c2nc3ccccc3o2
0.0,KLEK_3014,C=NCCCCCCN=C
0.0,KLEK_3017,C=NN=C
0.0,KLEK_3018,C=NNC(=O)C(=O)NN=C
0.0,KLEK_3293,CC(=O)CS(=O)=O
0.0,KLEK_3292,CC(=O)CO
0.0,KLEK_3019,C=NNC(=O)CC(=O)NN=C
0.0,KLEK_3020,C=NNC(=O)CNC=O
0.0,KLEK_3021,C=NNC=O
0.0,KLEK_3023,C=NOC=O
0.0,KLEK_3025,c1[nH]c2ccccc2[nH+]1
0.0,KLEK_3291,CC(=O)CCS(=O)=O
0.0,KLEK_3026,c1[nH]c2ccccc2c1c3ccccc3
0.0,KLEK_3027,c1[nH+]c2c(ccc3ccccc23)s1
0.0,KLEK_3290,CC(=O)CC=O
0.0,KLEK_3289,CC(=O)CC(C)(C)S(=O)=O
0.0,KLEK_3288,CC(=O)CC(=O)N
0.0,KLEK_3287,CC(=O)CC(=O)C
0.0,KLEK_3286,CC(=O)CC(=NNC=O)C
0.0,KLEK_3285,CC(=O)c1ccncc1
0.0,KLEK_3028,c1[nH+]c2ccccc2o1
0.0,KLEK_3283,CC(=O)c1ccccc1C(=O)C
0.0,KLEK_3029,c1[nH+]c2ccccc2s1
0.0,KLEK_3030,C1C(N(N=C1c2ccccc2)c3ccccc3)c4ccccc4
0.0,KLEK_3262,CC(=NNc1ccccc1)CC=O
0.0,KLEK_3015,C=NCCN=C
0.0,KLEK_3013,C=NC=NNC=O
0.0,KLEK_3111,c1ccc(cc1)c2nc3ccccc3nc2c4ccccc4
0.0,KLEK_3298,CC(=O)NC(=Cc1ccccc1)C(=O)N
0.0,KLEK_2991,C=C1C(=O)NC(=O)N(C1=O)c2cccc3ccccc23
0.0,KLEK_2992,C=C1C(=O)NC(=O)NC1=O
0.0,KLEK_2993,C=C1C(=O)OCOC1=O
0.0,KLEK_2994,C=C1C=NN(C1=O)c2ccccc2
0.0,KLEK_2995,C=C1CNCC(=C)C1=O
0.0,KLEK_2996,C=C1N=C(OC1=O)c2ccccc2
0.0,KLEK_2997,C=C1Nc2ccccc2C=C1
0.0,KLEK_2998,C=C1OC(=O)c2c1cc[nH]c2=O
0.0,KLEK_3302,CC(=O)NN
0.0,KLEK_2999,C=C1SC(=N)NC1=O
0.0,KLEK_3000,C=C1SC(=O)NC1=O
0.0,KLEK_3001,C=C1SC(=S)N(C1=O)c2ccccc2
0.0,KLEK_3002,C=C1SC(=S)NC1=O
0.0,KLEK_3003,C=CC(=O)NC=S
0.0,KLEK_3004,C=CC(=O)NNC=O
0.0,KLEK_3005,C=CC=C1SC(=S)N(C1=O)c2ccccc2
0.0,KLEK_3006,C=CC=C1SC(=S)NC1=O
0.0,KLEK_3007,C=CC=N
0.0,KLEK_3300,CC(=O)NC(NC(=S)N)C(Cl)(Cl)Cl
0.0,KLEK_3008,C=CC=NNC=O
0.0,KLEK_3010,C=CC1CN2CCC1CC2
0.0,KLEK_3011,C=CCNC=O
0.0,KLEK_3299,CC(=O)NC(N)C(Cl)(Cl)Cl
0.0,KLEK_3032,C1C(NN=C1c2ccccc2)c3ccccc3
0.0,KLEK_3034,c1c[nH+]on1
0.0,KLEK_3035,C1C=NN(C1c2ccccc2)c3ccccc3
0.0,KLEK_3036,C1C=NNC1(c2ccccc2)c3ccccc3
0.0,KLEK_3074,c1cc2ccc3ccccc3c2o1
0.0,KLEK_3078,C1Cc2ccccc2C(N1)c3ccccc3
0.0,KLEK_3079,C1Cc2ccccc2C3=NNC(C13)c4ccccc4
0.0,KLEK_3276,CC(=O)c1ccc(cc1)c2ccccc2
0.0,KLEK_3083,C1Cc2ccccc2Nc3ccccc13
0.0,KLEK_3090,c1cc2nc3ccccc3nc2n1c4ccccc4
0.0,KLEK_3091,C1Cc2nccn2C1
0.0,KLEK_3274,CC(=O)c1ccc(Br)cc1
0.0,KLEK_3093,C1Cc2sc3ncncc3c2C1
0.0,KLEK_3094,C1CCC(C1)c2nnn[nH]2
0.0,KLEK_3095,c1ccc(cc1)C(c2ccccc2)c3ccccc3
0.0,KLEK_3096,c1ccc(cc1)C2(c3ccccc3-c4ccccc42)c5ccccc5
0.0,KLEK_3097,c1ccc(cc1)c2cc(nc(n2)c3ccccc3)c4ccccc4
0.0,KLEK_3098,c1ccc(cc1)c2cc(ncn2)c3ccccc3
0.0,KLEK_3099,C1CCC(CC1)c2ccc3[nH]c4CCCCc4c3c2
0.0,KLEK_3100,c1ccc(cc1)c2ccc3c(ccc4ccccc43)n2
0.0,KLEK_3101,c1ccc(cc1)c2ccc3ccccc3n2
0.0,KLEK_3102,c1ccc(cc1)c2cccc(n2)c3ccccc3
0.0,KLEK_3105,c1ccc(cc1)c2ccnc(n2)c3ccccc3
0.0,KLEK_3107,c1ccc(cc1)c2cnc3ccccc3n2
0.0,KLEK_3108,c1ccc(cc1)c2n[nH]c(n2)c3ccccc3
0.0,KLEK_3109,c1ccc(cc1)c2nc(c3ccccc3)c4ccccc4n2
0.0,KLEK_3110,c1ccc(cc1)c2nc3ccccc3[nH]2
0.0,KLEK_3072,C1Cc2cc3ccccc3nc2N1c4ccccc4
0.0,KLEK_3071,C1Cc2cc3ccccc3nc2N1
0.0,KLEK_3070,C1Cc2cc3CCCCc3nc2C1
0.0,KLEK_3281,CC(=O)c1cccc(c1)[N+](=O)[O-]
0.0,KLEK_3037,C1C2CC3CC1CC(C2)(C3)c4ccccc4
0.0,KLEK_3038,C1C2CC3CC1CC(C2)(C3)c4cscn4
0.0,KLEK_3039,C1C2CC3CC1CC(C2)C3
0.0,KLEK_3040,C1C2CC3CC1CC(C2)CC3
0.0,KLEK_3041,C1C2CCCCC12
0.0,KLEK_3043,c1c2ccccc2n3cnc4ccccc4c13
0.0,KLEK_3044,C1c2ccccc2Oc3ccccc13
0.0,KLEK_3045,c1cc([nH]n1)c2ccccc2
0.0,KLEK_3046,C1CC(=NN1)c2ccccc2
0.0,KLEK_2912,[O-][N+](=O)c1ccc(Cl)cc1
0.0,KLEK_3047,C1CC(=NN1c2ccccc2)c3ccccc3
0.0,KLEK_3069,C1CC2CC1C=C2
0.0,KLEK_3052,c1cc[n+]2cccnc2c1
0.0,KLEK_3054,c1cc[nH+]cc1
0.0,KLEK_3055,C1CC=CC=C1
0.0,KLEK_3059,C1CC12CCC2
0.0,KLEK_3060,C1CC1C2CC2c3ccco3
0.0,KLEK_3062,C1Cc2[nH]cnc2C(N1)c3ccccc3
0.0,KLEK_3064,C1Cc2c([nH]c3ccccc23)-c4cnn(c14)c5ccccc5
0.0,KLEK_3066,c1cc2c(n[nH]c(c3ccccc3)c2c1)c4ccccc4
0.0,KLEK_3067,c1cc2c[nH+]ccn2c1
0.0,KLEK_3068,C1CC2c3ccccc3C1c4ccccc24
0.0,KLEK_2913,[O-][N+](=O)c1ccc(NC(=S)NCC(Cl)(Cl)Cl)cc1
0.0,KLEK_2799,[!#1]S(=O)(=O)[NH][CH2][CH2][CH2][CH2][CH2][CH3]
0.0,KLEK_2911,[O-][N+](=O)c1ccc(Cl)c(C=O)c1
0.0,KLEK_2484,[!#1]N1C(=O)C(=O)c2[cH]c([!#1])[cH][cH]c12
0.0,KLEK_2488,[!#1]N1C(=O)c2[cH][cH][cH]c3c([!#1])[cH][cH]c1c23
0.0,KLEK_2489,[!#1]N1C(=O)c2[cH][cH][cH]c3c([cH][cH]c(C1=O)c23)N4[CH2][CH2]O[CH2][CH2]4
0.0,KLEK_2491,[!#1]N1C(=O)c2[cH][cH]c([cH]c2C1=O)[N+](=O)[O-]
0.0,KLEK_2492,[!#1]N1C(=O)c2[cH][cH]c([cH]c2C1=O)C(=O)[OH]
0.0,KLEK_2493,[!#1]N1C(=O)c2[cH][cH]c([cH]c2C1=O)c3[cH][cH]c4C(=O)N([!#1])C(=O)c4[cH]3
0.0,KLEK_2494,[!#1]N1C(=O)c2[cH][cH]c(Br)[cH]c2C1=O
0.0,KLEK_2495,[!#1]n1c(=O)c2[cH]c3c(=O)n([!#1])c(=O)c3[cH]c2c1=O
0.0,KLEK_2496,[!#1]N1C(=O)N([!#1])C(=O)C([!#1])([!#1])C1=O
0.0,KLEK_2497,[!#1]n1c(=O)n([!#1])c(=O)n([!#1])c1=O
0.0,KLEK_2499,[!#1]n1c(=O)oc2[cH]c(Br)[cH][cH]c12
0.0,KLEK_2500,[!#1]n1c(=O)oc2[cH]c(Cl)[cH][cH]c12
0.0,KLEK_2501,[!#1]n1c(=S)n([!#1])c2[cH][cH][cH][cH]c12
0.0,KLEK_2502,[!#1]n1c(=S)oc2[cH][cH][cH][cH]c12
0.0,KLEK_2503,[!#1]n1c(=S)sc2[cH][cH][cH][cH]c12
0.0,KLEK_2504,[!#1]N1c2[cH][cH][cH][cH]c2[CH]=[CH]c3[cH][cH][cH][cH]c13
0.0,KLEK_2505,[!#1]N1c2[cH][cH][cH][cH]c2[CH]=[CH]c3[cH][cH]c([!#1])[cH]c13
0.0,KLEK_2506,[!#1]N1c2[cH][cH][cH][cH]c2[CH2][CH2]c3[cH][cH][cH][cH]c13
0.0,KLEK_2507,[!#1]N1c2[cH][cH][cH][cH]c2[CH2][CH2]c3[cH][cH]c([!#1])[cH]c13
0.0,KLEK_2508,[!#1]N1c2[cH][cH][cH][cH]c2[CH2][CH2]c3[cH][cH]c([NH]C(=O)[!#1])[cH]c13
0.0,KLEK_2509,[!#1]N1c2[cH][cH][cH][cH]c2C([CH3])([CH3])C1([!#1])[!#1]
0.0,KLEK_2510,[!#1]n1c2[cH][cH][cH][cH]c2c(=O)c3[cH][cH][cH][cH]c13
0.0,KLEK_2512,[!#1]n1c2[cH][cH][cH][cH]c2c3nc4[cH][cH]c([cH]c4[cH]c13)[N+](=O)[O-]
0.0,KLEK_2513,[!#1]N1c2[cH][cH][cH][cH]c2Oc3nnc(Cl)[cH]c13
0.0,KLEK_2514,[!#1]N1c2[cH][cH][cH][cH]c2SC1([!#1])[!#1]
0.0,KLEK_2517,[!#1]N1c2[cH][cH][cH][cH]c2S(c3[cH][cH]c([cH]c13)C(F)(F)F)
0.0,KLEK_2518,[!#1]N1c2[cH][cH][cH][cH]c2S(c3[cH][cH]c([NH]C(=O)[!#1])[cH]c13)
0.0,KLEK_2519,[!#1]n1c2[cH][cH]c(Br)[cH]c2c3[cH]c(Br)[cH][cH]c13
0.0,KLEK_2520,[!#1]n1c2[cH][cH]c(Cl)[cH]c2c3[cH]c(Cl)[cH][cH]c13
0.0,KLEK_2521,[!#1]n1c2[CH2][CH2][CH2][CH2]c2sc1=[NH]
0.0,KLEK_2487,[!#1]N1C(=O)c2[cH][cH][cH]c3c([!#1])[cH][cH]c(C1=O)c23
0.0,KLEK_2483,[!#1]N1C(=O)C(=O)c2[cH][cH][cH][cH]c12
0.0,KLEK_2910,[O-][N+](=O)c1ccc(CCC=O)cc1
0.0,KLEK_2482,[!#1]N1C(=O)C(=C2S(c3[cH][cH][cH][cH]c3N2[!#1])SC1=S)
0.0,KLEK_2451,[!#1]N1[CH2][CH2]O[CH2][CH2]O[CH2][CH2]O[CH2][CH2]O[CH2][CH2]O[CH2][CH2]1
0.0,KLEK_2452,[!#1]N1[CH2][CH2]SC1=[NH]
0.0,KLEK_2453,[!#1]N1[CH2]C([!#1])([!#1])C(=O)C([!#1])([!#1])[CH2]1
0.0,KLEK_2454,[!#1]N1[CH2]C(=O)[NH]c2[cH][cH][cH][cH]c12
0.0,KLEK_2455,[!#1]N1[CH2]C(=O)N([!#1])C(=O)[CH2]1
0.0,KLEK_2458,[!#1]n1c([CH3])[cH][cH]c1[CH3]
0.0,KLEK_2459,[!#1]n1c([CH3])[cH]c([CH3])nc1=O
0.0,KLEK_2460,[!#1]n1c([CH3])n[cH]c1[N+](=O)[O-]
0.0,KLEK_2461,[!#1]n1c([CH3])nc2[cH][cH][cH][cH]c12
0.0,KLEK_2462,[!#1]n1c(=[NH])n([!#1])c2[cH][cH][cH][cH]c12
0.0,KLEK_2463,[!#1]n1c(=[NH])sc2[cH][cH][cH][cH]c12
0.0,KLEK_2464,[!#1]N1C(=O)[CH]=[CH]C1=O
0.0,KLEK_2465,[!#1]N1C(=O)[CH]2[CH]([CH]3[CH]=[CH][CH]2[CH]4[CH]3C(=O)N([!#1])C4=O)C1=O
0.0,KLEK_2466,[!#1]N1C(=O)[CH]2[CH]([CH]3[CH]=[CH][CH]2[CH]4[CH2][CH]43)C1=O
0.0,KLEK_2467,[!#1]N1C(=O)[CH]2[CH]([CH]3c4[cH][cH][cH][cH]c4[CH]2c5[cH][cH][cH][cH]c35)C1=O
0.0,KLEK_2468,[!#1]N1C(=O)[CH]2[CH]3[CH2][CH]([CH]=[CH]3)[CH]2C1=O
0.0,KLEK_2469,[!#1]N1C(=O)[CH]2[CH]3OC([!#1])([CH]=[CH]3)[CH]2C1=O
0.0,KLEK_2470,[!#1]N1C(=O)[CH2][CH2]C1=O
0.0,KLEK_2471,[!#1]N1C(=O)[CH2][NH][CH2]C1=O
0.0,KLEK_2472,[!#1]N1C(=O)[CH2]SC1=S
0.0,KLEK_2473,[!#1]N1C(=O)[NH]C2([CH2][CH2][CH2][CH2][CH2]2)C1=O
0.0,KLEK_2474,[!#1]N1C(=O)[NH]C2([CH2][CH2][CH2][CH2]2)C1=O
0.0,KLEK_2475,[!#1]N1C(=O)C([!#1])([OH])c2[cH][cH][cH][cH]c12
0.0,KLEK_2476,[!#1]N1C(=O)C(=[CH]c2[cH][cH][cH][cH][cH]2)SC1=S
0.0,KLEK_2477,[!#1]N1C(=O)C(=[CH]c2[cH][cH]c(Cl)[cH][cH]2)SC1=S
0.0,KLEK_2478,[!#1]N1C(=O)C(=[CH]c2[cH][cH]c(F)[cH][cH]2)SC1=S
0.0,KLEK_2479,[!#1]N1C(=O)C(=[CH]c2[cH][cH]c(O[CH3])[cH][cH]2)SC1=S
0.0,KLEK_2480,[!#1]N1C(=O)C(=C2C(=O)[NH]c3[cH][cH][cH][cH]c23)SC1=S
0.0,KLEK_2481,[!#1]N1C(=O)C(=C2SC(=S)N([!#1])C2=O)SC1=S
0.0,KLEK_2522,[!#1]n1c2[CH2][CH2][CH2]c2c(=[NH])c3[cH][cH][cH][cH]c13
0.0,KLEK_2523,[!#1]n1c2[CH2][CH2][CH2]c2c3[cH][cH][cH][cH]c13
0.0,KLEK_2524,[!#1]n1c-2c([CH2][CH2]c3c2[cH]nn3c4[cH][cH][cH][cH][cH]4)c5[cH][cH][cH][cH]c15
0.0,KLEK_2525,[!#1]n1c2C(=O)[CH2][CH2][CH2]c2c3[cH]c([CH3])[cH][cH]c13
0.0,KLEK_2562,[!#1]O[CH]1[CH2][CH2][CH]([CH2][CH2]1)C([CH3])([CH3])[CH3]
0.0,KLEK_2564,[!#1]O[CH2][CH]([CH3])[CH3]
0.0,KLEK_2565,[!#1]O[CH2][CH]([OH])[CH2][NH][CH]([CH3])[CH3]
0.0,KLEK_2566,[!#1]O[CH2][CH]([OH])[CH2][NH]C([CH3])([CH3])[CH2]C([CH3])([CH3])[CH3]
0.0,KLEK_2567,[!#1]O[CH2][CH]([OH])[CH2][NH]C([CH3])([CH3])[CH3]
0.0,KLEK_2568,[!#1]O[CH2][CH]([OH])[CH2][NH]S(=O)(=O)[OH]
0.0,KLEK_2569,[!#1]O[CH2][CH]([OH])[CH2]N([!#1])[CH2][CH3]
0.0,KLEK_2570,[!#1]O[CH2][CH]([OH])[CH2]N([!#1])[CH3]
0.0,KLEK_2571,[!#1]O[CH2][CH]([OH])[CH2]N([CH2][CH3])[CH2][CH3]
0.0,KLEK_2572,[!#1]O[CH2][CH]([OH])[CH2]N([CH2][CH3])S(=O)(=O)[OH]
0.0,KLEK_2573,[!#1]O[CH2][CH]([OH])[CH2]N([CH3])[CH2][CH]([OH])[CH2][NH]S(=O)(=O)[OH]
0.0,KLEK_2574,[!#1]O[CH2][CH]([OH])[CH2]N([CH3])S(=O)(=O)[OH]
0.0,KLEK_2576,[!#1]O[CH2][CH]1O[CH]([!#1])[CH](O[!#1])[CH]1O[!#1]
0.0,KLEK_2577,[!#1]O[CH2][CH2][CH]([CH3])[CH3]
0.0,KLEK_2578,[!#1]O[CH2][CH2][CH2][CH2][CH2][CH2][CH3]
0.0,KLEK_2579,[!#1]O[CH2][CH2][CH2][CH2][CH2][CH3]
0.0,KLEK_2581,[!#1]O[CH2][CH2][CH2][CH3]
0.0,KLEK_2582,[!#1]O[CH2][CH2][CH2]C(=O)[!#1]
0.0,KLEK_2584,[!#1]O[CH2][CH2][NH]C(=O)[!#1]
0.0,KLEK_2585,[!#1]O[CH2][CH2][NH2]
0.0,KLEK_2586,[!#1]O[CH2][CH2][OH]
0.0,KLEK_2587,[!#1]O[CH2][CH2]c1[cH][cH][cH][cH][cH]1
0.0,KLEK_2588,[!#1]O[CH2][CH2]Cl
0.0,KLEK_2590,[!#1]O[CH2][CH2]N([CH2][CH3])[CH2][CH3]
0.0,KLEK_2592,[!#1]O[CH2][CH2]OC(=O)[!#1]
0.0,KLEK_2593,[!#1]O[CH2][CH2]S(=O)(=O)[!#1]
0.0,KLEK_2596,[!#1]O[CH2]C([!#1])([!#1])Cl
0.0,KLEK_2597,[!#1]O[CH2]C(=O)[!#1]
0.0,KLEK_2598,[!#1]O[CH2]C(=O)[CH3]
0.0,KLEK_2561,[!#1]O[CH]1[CH2][CH]([CH3])[CH2][CH2][CH]1[CH]([CH3])[CH3]
0.0,KLEK_2560,[!#1]O[CH](F)F
0.0,KLEK_2559,[!#1]O[CH](C(F)(F)F)C(F)(F)F
0.0,KLEK_2539,[!#1]n1nc2C(=NN=C([CH3])[CH3])c3nn([!#1])nc3C(=NN=C([CH3])[CH3])c2n1
0.0,KLEK_2526,[!#1]n1c2c(n([!#1])c3[cH][cH][cH][cH]c23)c4[cH][cH][cH][cH]c14
0.0,KLEK_2527,[!#1]n1n[cH][n+]2nc([CH3])[cH]c([OH])c12
0.0,KLEK_2528,[!#1]N1N=C([CH2][CH](C1=O)c2[cH][nH]c3[cH][cH][cH][cH]c23)c4[cH][cH][cH][cH][cH]4
0.0,KLEK_2529,[!#1]N1N=C([CH2][CH](C1=O)c2[cH]n([!#1])c3[cH][cH][cH][cH]c23)c4[cH][cH][cH][cH][cH]4
0.0,KLEK_2530,[!#1]N1N=C2[CH]([CH2][CH2]c3[cH][cH]c([!#1])[cH]c23)[CH]1c4[cH][cH]c([!#1])[cH][cH]4
0.0,KLEK_2531,[!#1]N1N=C2[CH]([CH2][CH2]c3[cH]c([!#1])[cH][cH]c23)[CH]1c4[cH][cH]c([!#1])[cH][cH]4
0.0,KLEK_2532,[!#1]n1nc([CH3])[cH]c1[CH3]
0.0,KLEK_2533,[!#1]n1nc([CH3])c(Br)c1[CH3]
0.0,KLEK_2534,[!#1]n1nc(c2[cH][cH][cH][cH][cH]2)c3[cH][cH][cH]c3c1c4[cH][cH][cH][cH][cH]4
0.0,KLEK_2535,[!#1]n1nc(nc1c2[cH][cH][cH][cH][cH]2)c3[cH][cH][cH][cH][cH]3
0.0,KLEK_2536,[!#1]n1nc2[cH][cH][cH][cH]c2n1
0.0,KLEK_2537,[!#1]n1nc2C(=N[NH][CH3])c3nn([!#1])nc3C(=N[NH][CH3])c2n1
0.0,KLEK_2538,[!#1]n1nc2C(=N[OH])c3nn([!#1])nc3C(=N[OH])c2n1
0.0,KLEK_2540,[!#1]n1nc2C(=NOC(=O)[CH3])c3nn([!#1])nc3C(=NOC(=O)[CH3])c2n1
0.0,KLEK_2558,[!#1]O[CH]([NH]C(=O)[!#1])C(Cl)(Cl)Cl
0.0,KLEK_2542,[!#1]n1nnc2c(=O)oc3[cH][cH][cH][cH]c3c12
0.0,KLEK_2543,[!#1]n1nnnc1C2([!#1])[CH2][CH2][CH2][CH2][CH2]2
0.0,KLEK_2544,[!#1]n1nnnc1C2([!#1])[CH2][CH2][CH2][CH2]2
0.0,KLEK_2545,[!#1]n1nnnc1c2[cH][cH][cH][cH][cH]2
0.0,KLEK_2548,[!#1]O[CH]([CH]([!#1])[CH2][CH]1[CH2][CH2]N([!#1])[CH2][CH]1[CH]([!#1])[!#1])c2[cH][cH]nc3[cH][cH][cH][cH]c23
0.0,KLEK_2550,[!#1]O[CH]([CH3])C([!#1])([!#1])Cl
0.0,KLEK_2551,[!#1]O[CH]([CH3])C(=O)[NH][NH2]
0.0,KLEK_2552,[!#1]O[CH]([CH3])C(=O)[NH]N=[CH][!#1]
0.0,KLEK_2553,[!#1]O[CH]([CH3])C(=O)[NH]N=[CH]c1[cH][cH][cH][cH][cH]1
0.0,KLEK_2554,[!#1]O[CH]([CH3])C(=O)[NH]N=[CH]c1[cH][cH][cH]c([cH]1)[N+](=O)[O-]
0.0,KLEK_2555,[!#1]O[CH]([CH3])C(=O)[NH]N=[CH]c1[cH]c([cH][cH]c1[OH])[N+](=O)[O-]
0.0,KLEK_2556,[!#1]O[CH]([CH3])C(=O)[OH]
0.0,KLEK_2557,[!#1]O[CH]([NH]C(=O)[!#1])C(Br)(Br)Br
0.0,KLEK_2450,[!#1]N1[CH2][CH2]O[CH2][CH2]O[CH2][CH2]O[CH2][CH2]O[CH2][CH2]1
0.0,KLEK_2449,[!#1]N1[CH2][CH2]O[CH2][CH2]O[CH2][CH2]N([!#1])[CH2][CH2]O[CH2][CH2]O[CH2][CH2]1
0.0,KLEK_2448,[!#1]N1[CH2][CH2]O[CH2][CH2]O[CH2][CH2][NH][CH2][CH2]O[CH2][CH2]O[CH2][CH2]1
0.0,KLEK_2354,[!#1]N=[CH]c1[cH]c([cH][cH]c1[OH])[N+](=O)[O-]
0.0,KLEK_2324,[!#1]N=[CH]c1[cH][cH][cH][cH][cH]1
0.0,KLEK_2325,[!#1]N=[CH]c1[cH][cH][cH][cH]c1[N+](=O)[O-]
0.0,KLEK_2326,[!#1]N=[CH]c1[cH][cH][cH][cH]c1[OH]
0.0,KLEK_2327,[!#1]N=[CH]c1[cH][cH][cH][cH]c1F
0.0,KLEK_2328,[!#1]N=[CH]c1[cH][cH][cH][nH]1
0.0,KLEK_2329,[!#1]N=[CH]c1[cH][cH][cH]c([cH]1)[N+](=O)[O-]
0.0,KLEK_2330,[!#1]N=[CH]c1[cH][cH][cH]c([OH])[cH]1
0.0,KLEK_2331,[!#1]N=[CH]c1[cH][cH][cH]c(Cl)[cH]1
0.0,KLEK_2332,[!#1]N=[CH]c1[cH][cH][cH]c2[cH][cH][cH][cH]c12
0.0,KLEK_2333,[!#1]N=[CH]c1[cH][cH][cH]n[cH]1
0.0,KLEK_2334,[!#1]N=[CH]c1[cH][cH][cH]o1
0.0,KLEK_2335,[!#1]N=[CH]c1[cH][cH]c([!#1])[cH][cH]1
0.0,KLEK_2336,[!#1]N=[CH]c1[cH][cH]c([!#1])o1
0.0,KLEK_2337,[!#1]N=[CH]c1[cH][cH]c([cH][cH]1)[N+](=O)[O-]
0.0,KLEK_2338,[!#1]N=[CH]c1[cH][cH]c([cH][cH]1)N([!#1])[CH2][CH3]
0.0,KLEK_2339,[!#1]N=[CH]c1[cH][cH]c([cH][cH]1)N([!#1])[CH3]
0.0,KLEK_2340,[!#1]N=[CH]c1[cH][cH]c([CH]=N[!#1])[cH][cH]1
